RETN	ADAMTS3	LDHA	LCN2	IL1R2	DDIT4	CEACAM8	MERTK	MPO	ARL4A	CDKN3	PRTN3	MTMR11	ANLN	IL1RAP	HLA-DMB	ZBTB16	NUSAP1	GGH	MMP8	PRC1	CD24	CTSL	MAFF	NFE2	BLM	OLFM4	MAP3K7CL	CEACAM6	FCER1A	CEP55	TLR7	GPI	SLC46A2	FCGR2B	SLC51A	NA	PNPLA6	LTF	HLA-DPA1	MS4A4A	CENPW	FGFBP2	CEACAM1	TAGAP	DAAM2	ORM1	IFI44L	SLCO4A1	BEX1	IFIT1	NELL2	RPS6KA5	COL17A1	PARP8	CX3CR1	TBC1D4	TOP2A	HSP90AA1	TCEAL9	ARG1	SUCNR1	KIF14	TGFBI	OLAH	CR1L	ETS2	TUBG1	UHRF1	CTSG	HGF	NDUFA1	ZNF600	RASGRP1	PTX3	HIPK2	CD86	ELANE	LY9	THBS1	NR3C2	NARF	HCAR3	CFD	CCNE2	IFIT5	CLEC4D	GADD45A	ROMO1	PADI4	NUF2	CEBPE	UPP1	CEACAM21	TSPAN13	KLRF1	TSPO	DDAH2	GNA15	ASPM	KCNE1	CD3E	RTN1	CTSO	CCL5	CACNA2D3	NR1D2	DDX58	NKG7	LRG1	Label
Norm_31.02	703.6359996	141.9265795	4029.91527	1146.073787	1265.34542	151.921409	91.28610979	589.0286209	183.9048635	235.2116552	17.99069317	0.666321969	297.8459203	58.6363333	1607.834912	533.0575754	152.587731	153.9203749	25.9865568	7461.473412	7.995863632	206.5598105	209.8914203	43.97724997	5949.588864	101.2809393	768.2692306	133.2643939	3.997931816	29.98448862	20.65598105	200.5629128	1559.193408	186.5701514	293.8479885	238.543265	NA	2168.87801	5243.953898	1130.748382	565.04103	11.32747348	121.9369204	2352.782874	1442.587064	61.96794314	21.32230302	1889.022783	47.30885982	1.332643939	611.0172458	319.8345453	563.0420641	9.32850757	3909.310994	1187.385749	428.4450263	147.9234772	2657.292014	15.99172726	816.9107344	7.329541662	113.9410568	1593.842151	9.32850757	121.9369204	1415.267863	50.64046967	66.63219693	16.65804923	1139.410568	248.5380945	144.5918673	726.9572685	21.32230302	2882.508839	324.498799	42.64460604	337.1589165	1182.721496	159.9172726	2210.856294	261.198212	904.1989123	25.9865568	691.6422041	2593.991426	932.1844351	108.610481	1777.080692	31.98345453	48.64150376	2775.897324	202.5618787	27.31920074	203.8945226	3645.447494	921.5232835	434.441924	191.9007272	475.7538861	861.5543063	207.2261325	179.2406097	641.0017345	48.64150376	210.5577423	1036.130662	1591.843185	1729.10551	0
Norm_33.01	180.4556055	118.7999403	2308.327954	517.3060692	747.3869662	640.6173996	270.6834083	721.8224221	712.7996418	12923.62895	308.2783261	61.65566522	261.660628	550.3895968	463.1693875	299.2555458	998.5210172	1600.039702	111.2809567	1348.905651	31.57973097	264.6682214	1225.594321	997.0172205	18498.20336	206.0201496	1178.976623	374.4453815	78.19742906	10.52657699	132.3341107	287.2251721	1070.703259	121.8075337	103.7619732	18.04556055	NA	3658.737402	2248.176085	744.3793728	466.1769809	64.66325864	48.12149481	481.2149481	1363.943618	33.08352768	40.60251124	418.0554861	118.7999403	21.05315398	258.6530346	193.9897759	496.2529152	21.05315398	2415.097521	1699.290285	321.8124965	1845.158566	12836.40874	10.52657699	2579.011362	49.62529152	896.2628407	708.2882517	21.05315398	1348.905651	681.2199108	715.8072352	419.5592828	76.69363235	216.5467266	798.5160544	115.7923469	833.1033788	40.60251124	2529.386071	381.964365	151.883468	357.9036176	702.2730648	19.54935726	8786.684192	112.7847534	284.2175787	171.4328252	431.5896565	276.6985951	6040.751395	221.0581168	1282.738596	210.5315398	51.12908823	987.9944402	112.7847534	237.5998806	21.05315398	1660.191571	350.3846341	372.9415847	2046.667326	344.3694472	860.1717196	109.77716	100.7543797	858.6679229	27.06834083	314.2935129	953.4071158	772.9515103	347.3770406	1
Norm_40.02	1222.570697	49.36066596	3559.690925	1615.309909	11174.11018	1412.859642	504.3372391	597.3355953	580.166668	314.763667	30.76099473	77.2601728	92.99835615	91.56761221	2558.170166	452.1150853	1026.558778	213.8962192	21.46115911	8878.481525	4.292231822	1009.38985	130.9130706	49.36066596	4202.810326	129.4823266	4043.997749	398.4621875	120.182491	2.861487882	15.73818335	109.4519115	1631.048093	32.19173867	157.3818335	686.7570916	NA	1993.741682	8859.881854	422.7848345	92.99835615	8.584463645	5.007603793	2559.60091	2553.877934	1107.39581	17.16892729	200.3041517	168.112413	0.71537197	41.49157428	1646.070904	785.4784235	97.29058798	3353.663797	42.92231822	590.1818756	176.6968767	5393.189285	15.73818335	1314.853682	50.7914099	138.7821623	147.3666259	665.2959325	105.1596797	1538.049736	87.99075236	63.66810537	38.6300864	524.3676543	207.4578714	159.5279494	1088.796139	127.3362107	4094.789159	45.78380611	112.3133994	1039.435473	756.1481727	284.0026723	1600.287098	266.833745	62.9527334	41.49157428	364.8397049	1367.791207	880.6228956	91.56761221	2688.367865	25.75339093	141.6436501	2824.288539	241.080354	137.3514183	10.01520759	1715.461985	527.9445142	221.0499389	150.2281138	872.0384319	1835.644476	18.59967123	99.43670389	182.4198525	4.292231822	644.5501453	680.3187439	614.5045226	1741.930748	0
Norm_41.01	551.4388391	244.1392217	7421.346491	675.3303845	73246.62501	496.7808044	117.8184304	948.620558	187.051941	1276.568766	48.58491975	9.716983949	69.23351064	188.266564	11668.8831	420.2595558	2119.517124	750.6370101	31.58019783	6388.916947	7.287737962	1184.257419	57.0872807	25.50708287	9442.479153	199.198171	143.3255133	715.4129433	35.22406682	6.073114968	10.93160694	105.6722004	1588.726876	21.86321389	212.5590239	459.1274916	NA	5610.343608	2227.61857	564.799692	208.9151549	4.858491975	7.287737962	5475.520455	2602.937075	4321.628611	142.1108903	108.1014464	191.910433	1.214622994	31.58019783	103.2429545	471.2737215	74.09200261	5742.737514	150.6132512	167.6179731	217.4175159	3687.595409	13.36085293	4417.583828	68.01888764	518.6440183	255.0708287	714.1983203	511.3562803	11164.81456	49.79954274	37.6533128	8.502360956	3253.975	296.3680105	64.37501866	415.4010638	20.64859089	6880.839259	99.59908548	18.2193449	205.2712859	2185.106766	7.287737962	3436.168449	143.3255133	121.4622994	55.87265771	296.3680105	5215.591135	2853.149412	93.52597051	4817.194793	29.15095185	92.31134752	7291.381831	245.3538447	144.5401362	29.15095185	5646.782297	1104.092301	680.1888764	360.7430291	3300.130674	300.0118794	51.01416573	109.3160694	1017.854069	7.287737962	268.4316816	1006.922462	674.1157615	4938.657092	0
Norm_43.02	381.5352017	354.2826873	4848.027652	483.7321307	11329.25956	393.2148507	315.3505239	436.0402305	381.5352017	355.2559914	35.03894709	110.9566658	315.3505239	100.2503209	3893.216344	463.2927449	240.4061092	372.7754649	25.30590623	3367.632137	6.813128602	432.1470142	98.30371268	41.8520757	9276.561243	129.4494434	2276.558257	278.3649686	131.3960516	0.973304086	15.57286538	329.9500851	1145.578909	129.4494434	229.6997643	390.2949385	NA	2913.099129	1968.994166	1142.658997	356.2292955	17.51947355	12.65295312	4909.34581	3226.503045	555.7566331	177.1413436	80.78423913	87.59736774	3.893216344	40.87877161	209.2603785	639.4607845	73.97111053	5964.407439	1106.646746	221.9133316	238.4595011	3523.360791	7.786432688	2812.848808	32.11903484	213.1535948	1495.96838	819.5220404	152.8087415	4265.018505	65.21137376	75.9177187	38.93216344	795.1894382	335.7899097	107.0634495	571.3294985	40.87877161	4632.927449	342.6030383	169.354911	282.2581849	1844.411243	114.8498821	3405.590997	896.4130632	1205.923763	52.55842064	292.9645299	3547.693393	1789.906214	94.41049634	3861.097309	20.43938581	69.1045901	3701.475439	235.5395888	52.55842064	39.90546752	4316.603621	881.8135019	344.5496464	178.1146477	2003.059809	539.2104636	205.3671621	104.1435372	781.563181	35.03894709	261.8187991	1184.511073	300.7509626	4156.981751	1
Norm_44.01	153.6772147	18.76291575	2713.475007	328.7977618	2614.299595	444.949145	236.7701274	90.24069005	972.9912027	95.60152313	33.05847061	111.6840223	136.7012433	134.0208268	1599.3152	497.6640036	165.2923531	240.3440161	59.86263598	556.6331674	8.934721788	747.8362136	121.5122163	55.39527508	3961.655641	261.7873484	254.6395709	221.5811003	119.725272	11.61513832	72.37124648	186.7356854	1547.493814	56.28874726	250.1722101	32.16499844	NA	2588.388902	1434.022847	859.520236	167.9727696	24.12374883	28.59110972	1624.332421	2941.310412	345.7737332	83.9863848	435.1209511	88.4537457	0.893472179	117.0448554	481.5815043	1208.867858	39.31277587	3497.050108	840.7573202	553.9527508	511.0660862	3338.01206	5.360833073	586.1177493	36.63235933	186.7356854	359.1758159	21.44333229	75.05166302	2088.044482	80.41249609	172.4401305	106.3231893	434.2274789	296.6327633	145.6359651	1428.662014	24.12374883	2678.629592	181.3748523	250.1722101	522.6812246	1744.951165	76.83860737	2000.484208	478.0076156	191.2030463	33.95194279	401.1690083	597.7328876	273.4024867	105.4297171	2157.735312	74.15819084	118.8317998	1740.483804	256.4265153	124.1926328	16.08249922	1647.562698	532.5094185	344.880261	450.3099781	609.3480259	1498.352844	73.26471866	184.948741	701.3756603	21.44333229	352.9215106	1752.098943	299.3131799	2048.731706	0
Norm_47.01	776.7060571	39.34295387	5439.480654	304.5906106	16244.83257	253.8255088	71.07114248	789.3973325	232.2503406	743.7087409	52.03422931	6.345637721	83.76241792	156.1026879	4283.305462	173.8704736	72.34027002	534.3026961	34.26644369	5277.032329	3.807382633	742.4396134	79.95503529	247.4798711	9578.105576	96.45369336	286.822825	1085.10405	8.883892809	6.345637721	64.72550475	82.49329037	1522.953053	26.65167843	234.7885957	366.7778603	NA	4471.136338	1491.224864	190.3691316	167.5248358	17.76778562	11.4221479	7267.024318	5275.763201	239.8651059	36.80469878	6803.792765	59.64899458	3.807382633	1436.65238	44.41946405	777.9751846	82.49329037	6832.982698	503.8436351	79.95503529	383.2765184	3067.481274	22.8442958	765.2839092	50.76510177	331.242289	140.8731574	189.1000041	230.981213	5702.190056	26.65167843	137.0657748	2.538255088	1322.430901	355.3557124	82.49329037	275.4006771	22.8442958	2387.228911	65.9946323	22.8442958	54.5724844	2605.518848	27.92080597	3363.187992	823.6637762	691.6745116	65.9946323	1599.100706	1993.799372	1200.594657	97.7228209	6232.68537	39.34295387	115.4906065	4556.167884	248.7489987	60.91812212	44.41946405	5412.828976	1196.787274	1066.067137	302.0523555	2364.384615	234.7885957	102.7993311	190.3691316	824.9329037	5.076510177	111.6832239	5419.174614	771.6295469	4262.999421	0
Norm_49.01	2941.072786	181.8718952	8278.575251	6724.397237	63941.10095	503.7948754	681.7764627	579.6558799	926.8658616	347.2099817	63.21750368	230.5007442	165.3380865	277.1844392	8419.598913	325.8132882	1875.128417	349.1551357	83.64162025	34790.05114	9.725769796	1289.637075	372.4969832	49.60142596	9603.225097	176.0364333	28044.25721	512.5480683	142.968816	2.917730939	138.1059311	114.7640836	2858.403743	57.3820418	283.0199011	690.5296555	NA	7235.000151	14554.6145	877.2644356	887.9627824	26.25957845	26.25957845	15822.85488	2509.248607	4886.226746	28.20473241	1661.161481	719.7069649	4.862884898	117.6818145	11.67092376	252.8700147	114.7640836	3647.163674	292.7456709	104.0657368	520.3286841	16693.31128	53.49173388	3863.075763	277.1844392	319.9778263	457.1111804	1067.889524	129.3527383	3736.640756	91.42223608	166.3106635	39.87565616	9056.636834	422.0984092	83.64162025	290.8005169	9.725769796	6645.618502	141.023662	230.5007442	49.60142596	13443.93159	12.64350074	2475.208413	159.5026247	146.8591239	78.77873535	973.5495566	3311.624616	1748.693409	155.6123167	8228.001248	62.2449267	211.0492046	6253.669979	341.3745198	98.23027494	46.68369502	6121.39951	1211.830917	599.1074194	503.7948754	4351.309407	198.4057038	154.6397398	123.5172764	1255.596881	5.835461878	118.6543915	1939.318497	2914.813208	4270.585518	0
Norm_6.02	272.7763112	80.98046739	4977.102147	256.7933242	23436.38658	377.1984928	38.35916876	466.7032199	89.50472711	419.8197914	15.98298698	4.262129862	208.8443633	34.0970389	4221.639629	558.339012	1253.06618	160.8954023	12.78638959	1420.354777	5.327662328	185.402649	187.5337139	154.5022075	6953.66487	103.3566492	115.0775063	591.3705184	11.72085712	1.065532466	8.524259725	355.8878435	839.6395829	107.618779	664.8922585	457.1134277	NA	2783.1708	2088.443633	1898.778854	496.538129	14.91745452	5.327662328	3468.308176	2163.030905	1438.468829	26.63831164	2279.173944	114.0119738	23.44171424	302.6112202	24.50724671	599.8947781	11.72085712	6482.699521	1078.318855	94.83238944	53.27662328	2440.069346	2.131064931	1287.163218	35.16257136	104.4221816	1911.565243	431.5406486	111.8809089	4317.537551	34.0970389	27.70384411	2.131064931	1017.583505	344.1669864	87.37366218	111.8809089	12.78638959	3279.708929	436.8683109	15.98298698	62.86641547	1161.430388	35.16257136	2278.108411	1026.107764	740.5450636	17.04851945	1324.456855	2868.413397	1466.172673	94.83238944	3046.357319	6.393194794	47.94896095	4197.132382	237.6137398	21.31064931	18.11405192	3946.732253	1144.381868	321.7908046	62.86641547	1630.264672	95.8979219	153.436675	299.4146228	237.6137398	29.83490904	148.1090127	2122.540671	1119.874621	3908.373084	0
Norm_60.01	384.2259396	8.196820044	2403.717478	424.1854373	49089.73064	469.2679475	382.1767345	112.7062756	101.435648	610.6630933	33.81188268	17.41824259	24.59046013	153.6903758	18464.36175	3258.235967	1873.997983	548.1623404	14.34443508	5159.898218	5.123012527	9580.033426	46.10711275	351.4386594	8433.503223	221.3141412	42.00870272	641.4011684	90.16502048	1.024602505	48.15631776	37.9102927	1136.284179	0	878.0843472	188.526861	NA	13080.07558	3973.408516	1049.192966	24.59046013	12.29523007	11.27062756	18230.75238	9542.123133	5316.662401	16.39364009	25916.29577	89.14041798	2.049205011	7554.394273	28.68887015	2010.270116	14.34443508	8117.925651	65.57456035	95.28803301	261.2736389	4106.606842	29.71347266	1660.880661	235.6585763	292.0117141	18.4428451	926.2406649	176.2316309	6822.828084	55.3285353	87.09121297	4.098410022	6840.246327	403.6933872	81.96820044	399.5949771	28.68887015	3624.019062	40.98410022	17.41824259	73.77138039	5946.792942	37.9102927	2417.03731	1882.194803	952.8803301	62.50075283	4268.494038	3198.809022	681.3606661	109.6324681	10676.35811	32.78728018	244.8799988	8822.852175	331.9712118	78.89439292	38.93489521	2922.166346	1037.922338	485.6615876	267.4212539	2497.980908	246.9292038	170.0840159	114.7554806	1126.038154	0	138.3213382	8227.558119	447.7512949	3172.169357	0
Norm_62.02	3037.592379	205.9384664	10850.14893	6644.323793	30877.66478	454.00071	334.1819659	1728.947034	150.709514	2178.267324	40.25160934	6.552587567	285.5056011	118.8826601	10488.82053	219.0436415	728.2733039	379.113995	46.80419691	49768.77474	2.808251815	805.9682708	142.2847586	43.05986116	12213.08714	124.4991638	10105.9622	1384.468145	9.360839382	6.552587567	40.25160934	164.7507731	2524.618381	109.5218208	197.513711	1685.887173	NA	5387.163064	14375.44104	496.1244872	598.1576365	14.97734301	35.57118965	11846.14224	1386.340312	2245.665368	37.44335753	43.99594509	232.1488167	0.936083938	15.91342695	159.1342695	294.8664405	156.3260177	4819.896198	257.423083	189.0889555	138.5404229	4190.847791	23.40209845	2120.23012	43.99594509	327.6293784	647.7700852	770.3970811	305.1633638	4216.122058	83.3114705	54.29286841	4.680419691	5737.258457	373.4974913	126.3713317	276.1447618	37.44335753	8847.865384	193.7693752	45.86811297	176.9198643	10630.1692	92.67230988	3192.982313	270.5282581	391.2830862	65.52587567	152.5816819	7245.289682	2218.518933	148.8373462	9434.790013	18.72167876	54.29286841	6287.675813	268.6560903	73.95063112	74.88671505	5899.200978	1679.334585	420.3016882	251.8065794	2877.522026	307.9716157	113.2661565	75.82279899	1347.024787	29.95468602	134.7960871	481.1471442	2650.053629	6808.138482	0
Norm_67.02	307.6410622	331.661085	7036.942854	682.7229578	57762.61192	467.466599	166.292466	250.3625461	518.2781858	414.8073181	10.16231737	92.38470335	98.85163259	101.6231737	3038.532893	339.0518613	850.8631179	181.0740186	44.34465761	6284.007522	5.543082201	628.2159828	50.81158684	52.65928091	6160.21202	194.007877	145.0439843	181.9978656	55.43082201	0.923847034	39.72542244	100.6993267	1397.780562	34.18234024	208.7894296	245.7433109	NA	2512.863931	994.0594081	545.9935968	752.0114853	12.93385847	4.619235168	1671.239284	1231.488096	4282.954847	148.7393724	112.7093381	227.2663702	2.771541101	33.25849321	96.08009149	414.8073181	95.15624445	5154.1426	283.6210393	219.875594	219.875594	2899.031991	14.78155254	3270.418499	26.79156397	187.5409478	194.007877	1811.664033	135.8055139	5666.877704	48.04004574	107.1662559	21.24848177	1330.339728	311.3364503	146.8916783	454.5327405	51.73543388	6583.333961	95.15624445	87.76546818	237.4286876	3202.977665	89.61316225	2434.336933	179.2263245	126.5670436	34.18234024	192.160183	4362.405692	1444.89676	89.61316225	8118.767731	18.47694067	90.53700928	4645.102885	232.8094524	91.46085632	17.55309364	3946.674527	1065.19563	558.0036082	216.1802058	2648.669445	392.6349892	97.92778555	139.5009021	274.382569	21.24848177	253.1340872	1521.576064	578.328243	6285.855216	0
Norm_68.01	5073.063519	154.5780091	9464.531387	7626.194259	41321.08793	954.4413983	2097.696204	1241.811254	156.6528817	1831.075074	21.78616235	32.16052538	84.0323405	171.1769899	16949.63431	276.9954928	606.9002369	286.3324195	61.20874184	111160.2624	9.336926722	15377.91831	171.1769899	133.829283	9828.671529	189.8508433	47115.16968	1872.572526	36.31027059	3.112308907	113.080557	46.68463361	6259.890649	15.56154454	205.4123879	463.7340272	NA	13629.83814	37392.31665	504.194043	399.4129764	13.48667193	12.44923563	25232.52575	2240.862413	3143.431996	54.98412403	152.5031365	215.7867509	2.074872605	11.41179933	51.87181512	337.1667983	125.5297926	3721.284017	60.17130554	81.95746789	399.4129764	12579.9526	118.2677385	3023.089385	198.1503338	406.6750306	242.7600948	931.6177996	231.3482954	4280.462184	105.8185029	107.8933755	4.14974521	5404.005699	411.8622121	122.4174837	279.0703654	26.97334386	11047.65918	122.4174837	56.02156033	189.8508433	57347.40393	62.24617815	2486.734817	9.336926722	191.925716	69.50823226	408.7499032	2570.767157	2209.739324	198.1503338	15396.59216	25.93590756	223.048805	7729.93789	662.9217973	91.29439462	66.39592336	5704.862227	1356.966684	980.3773058	435.723247	4081.274414	185.7010981	236.535477	78.84515899	4615.55411	13.48667193	223.048805	823.7244241	2672.435915	7091.914564	0
Norm_69.01	15.2314646	2.175923515	894.3045645	68.90424463	460.5704773	117.4998698	25.38577434	107.3455601	29.73762137	673.8109817	10.87961757	2.901231353	190.0306536	35.54008407	868.9187902	1167.74562	182.7775752	136.3578736	16.68208028	37.71600759	4.351847029	543.2555708	39.16662326	42.79316245	1595.677244	192.931885	15.2314646	846.4342472	2.175923515	70.35486031	8.703694058	334.3669134	1143.085153	93.56471113	434.4593951	0.725307838	NA	2134.580968	153.0399539	1866.217068	30.4629292	9.429001897	40.61723894	322.0366802	2674.935307	5.077154867	10.15430973	228.471969	25.38577434	0	100.0924817	904.4588742	1387.513894	0	3299.425356	1026.310591	728.2090696	89.2128641	3291.44697	10.87961757	15.95677244	77.60793869	154.4905695	1274.365872	2.901231353	118.9504855	594.7524273	39.8919311	19.58331163	4.351847029	224.120122	143.610952	193.6571928	1853.886834	6.527770544	2243.377144	425.0303932	5.802462706	943.6254975	1233.748633	314.0582939	1073.455601	480.1537889	198.0090398	18.13269596	413.4254678	256.0336669	70.35486031	60.20055057	1052.421673	24.6604665	118.2251776	899.3817194	232.0985082	215.4164279	113.8733306	499.7371005	227.7466612	182.0522674	153.7652617	168.2714185	1582.621703	241.5275101	183.5028831	1435.384212	44.96908597	576.6197314	1085.060526	227.0213534	256.0336669	0
Norm_7.02	218.4989075	162.4970867	3518.934087	188.2028405	35768.63839	747.3029863	91.80626368	280.9271668	621.5284051	308.469046	55.08375821	120.2662054	206.5640933	130.3648944	1518.475601	403.0294975	2310.763657	388.3404953	67.93663512	1278.861253	9.180626368	450.7687546	62.4282593	12.85287691	4960.292426	191.8750911	120.2662054	436.0797525	64.26438457	0	51.41150766	202.8918427	1344.961763	45.90313184	252.4672251	192.7931537	NA	1695.66169	422.3088129	429.653314	470.04807	18.36125274	56.00182084	950.194829	1362.404953	6564.147853	194.629279	133.1190823	91.80626368	8.262563731	42.23088129	55.08375821	544.4111436	37.64056811	5619.4614	1353.224327	147.8080845	333.2567371	2218.957393	27.5418791	6825.795704	80.78951203	271.7465405	415.8823745	2461.325929	186.3667153	3621.757102	96.39657686	117.5120175	67.93663512	1189.809177	282.7632921	169.8415878	475.5564458	41.31281865	7199.447197	337.8470503	180.8583394	208.4002185	9121.870359	45.90313184	2258.434086	194.629279	199.2195922	59.67407139	294.6981064	2654.119083	1667.201748	112.0036417	7666.74108	57.83794612	51.41150766	4196.464313	290.1077932	135.8732702	61.51019666	3608.904225	628.8729062	302.0426075	313.0593591	2307.091406	297.4522943	187.2847779	112.0036417	1322.92826	12.85287691	230.4337218	1005.278587	610.5116534	3022.2622	0
Norm_71.02	104.5226545	4.910460278	3743.875215	127.6719672	892.300782	630.6433986	47.70161413	64.53747794	70.85092687	324.7918727	165.5526608	2.104482976	84.88081338	406.1652144	683.9569673	366.8815322	884.5843444	1222.003115	66.64196092	150.1197856	21.74632409	70.14943255	101.7166772	110.1346091	3634.4421	458.7772888	2.805977302	237.105082	7.71643758	17.53735814	350.0456684	182.3885246	1597.302579	39.98517655	212.5527806	65.94046659	NA	1445.779805	347.2396911	1453.496242	82.07483608	79.9703531	898.6142309	977.1815954	2545.722907	23.14931274	9.820920556	8995.96323	169.7616268	2.104482976	3587.44198	98.91069989	747.7929509	4.910460278	5443.595966	5202.281918	205.5378374	2202.692182	6810.808406	4.910460278	126.9704729	86.98529636	829.867787	409.6726861	1.402988651	250.4334742	1201.65978	168.3586381	1153.958165	1.402988651	138.8958764	357.0606117	94.00023961	1472.436589	11.22390921	1774.780643	166.2541551	5.611954604	373.1949811	1092.928159	89.08977933	1422.630492	932.2859585	1395.272213	272.1797983	1811.959843	1322.316803	180.2840416	166.2541551	1870.183872	226.5826671	34.37322195	1318.107838	246.9260026	67.34345524	129.7764502	1046.629534	541.5536192	333.9112989	1883.512264	332.5083103	2479.78244	74.3583985	165.5526608	5889.044862	7.014943255	373.8964755	3769.129011	5627.387479	1355.287037	0
Norm_72.01	426.7666219	94.73677654	5338.642922	496.2402581	29014.71676	506.1650632	221.0524786	579.2477194	1331.728402	332.0298454	39.69922065	295.0373898	213.8344385	152.4810975	1255.036725	569.3229143	1379.547917	386.1651463	63.15785103	3855.335678	8.120295132	577.4432094	192.1803181	58.64657595	7243.303258	198.4961032	179.5487479	464.6613326	156.0901175	7.218040117	48.72177079	210.2254184	1561.80343	129.0224671	141.6540373	339.2478855	NA	3189.471477	1642.104127	801.202453	578.3454644	18.94735531	86.61648141	2298.945777	1083.608273	2559.697477	132.6314872	352.7817107	256.2404242	0.902255015	147.9698224	126.3157021	333.8343554	55.03755589	5269.169286	747.9694072	135.3382522	348.2704357	2660.750038	10.82706018	2813.231136	71.27814616	257.1426792	891.4279545	2198.795471	160.6013926	5023.755922	60.45108598	171.4284528	63.15785103	1564.510195	337.4433755	98.3457966	447.5184873	26.16539543	5846.612495	313.0824901	260.7516992	193.0825731	8166.310138	94.73677654	2238.494691	156.9923726	253.5336591	72.18040117	518.7966334	1584.359806	1160.299949	150.6765874	5175.334764	48.72177079	98.3457966	4003.3055	239.9998339	94.73677654	37.89471062	4620.44793	1132.330043	483.6086879	279.6990545	1962.404657	535.9394787	130.8269771	166.0149227	970.8263958	17.14284528	211.1276734	1353.382522	1333.532912	3942.854414	0
Norm_75.02	70.00783414	6.022179281	1552.21671	95.60209608	407.2498739	190.4514198	27.85257917	218.3039989	91.08546162	705.3477483	32.36921363	3.01108964	182.9236957	78.28833065	623.2955556	870.9576785	226.5844954	283.7951986	20.32485507	57.96347558	7.527724101	130.2296269	182.1709232	48.93020666	4308.869275	143.7795303	54.19961353	354.5558052	12.79713097	223.5734058	20.32485507	429.8330462	809.2303409	126.4657649	904.0796645	3.01108964	NA	1697.501785	146.0378476	1811.923191	219.8095438	11.29158615	176.9015164	414.777598	2729.552759	18.81931025	1.50554482	4841.832142	30.86366881	6.022179281	2048.293728	509.6269216	1223.255166	3.01108964	4122.93449	2021.946694	702.3366586	160.3405234	2998.292509	6.774951691	49.68297907	52.69406871	184.4292405	1613.191275	3.01108964	160.3405234	1093.778312	73.77169619	81.29942029	13.54990338	210.0235024	224.3261782	397.4638325	1221.749622	7.527724101	2616.636898	487.0437493	18.81931025	498.3353355	1336.171028	288.3118331	1530.38631	733.9530999	268.7397504	44.4135722	1094.531084	298.0978744	176.9015164	85.81605475	973.3347263	30.1108964	54.19961353	697.0672518	194.9680542	215.2929093	280.0313366	879.238175	473.493846	334.2309501	199.4846887	294.3340124	1169.055553	196.473599	233.3594471	1003.445623	48.17743425	617.2733763	2072.382445	626.3066452	836.3301476	0
Norm_77.02	931.0426232	46.24089437	6441.712285	1031.527644	20361.11074	417.9465453	62.2473578	938.1566069	134.2764433	481.083151	19.56345531	2.667743906	217.8657523	60.46886187	3815.763033	523.7670535	732.7403262	172.5141059	20.45270328	9297.97676	6.22473578	409.0540656	160.9538823	40.90540656	7039.28692	83.58930905	1152.465367	512.2068299	2.667743906	0.889247969	8.003231718	205.4162808	1539.288234	175.1818498	129.8302034	401.9400818	NA	3162.165776	4058.527729	1102.667481	538.884269	7.113983749	115.6022359	3910.912566	1407.679534	1360.549392	81.81081311	48.01939031	57.80111796	0.889247969	29.34518296	132.4979473	430.3960168	81.81081311	5165.64145	995.0684769	149.3936587	82.70006108	3665.480127	5.335487812	2757.557951	23.12044718	169.846362	2716.652544	275.6668703	143.1689229	3431.607911	56.91186999	44.46239843	1.778495937	1377.445103	372.5948989	168.0678661	394.8260981	27.56668703	6746.724338	407.2755696	30.23443093	171.6248579	6184.719622	70.25058952	2726.434272	393.0476021	561.1154682	26.67743906	298.7873175	4315.520392	1726.030307	155.6183945	5159.416714	16.00646344	62.2473578	3682.375838	281.0023581	54.24412609	234.7614637	5483.102975	963.05555	447.2917282	119.1592278	1551.737705	417.9465453	297.8980695	199.191545	716.7338627	40.90540656	322.7970126	855.4565458	1234.27618	3866.450168	0
Norm_8.01	824.1622263	180.185532	4103.752146	158.8618004	21451.67399	795.3751887	61.83882164	592.7997385	129.0085762	1534.242489	28.78703766	18.12517186	244.1567268	148.1999346	5981.306714	674.8961051	924.3837649	504.3062523	42.6474632	875.3391822	2.13237316	348.6430117	271.8775779	86.36111298	6986.720659	133.2733225	156.7294273	398.7537809	21.3237316	0	46.91220952	302.7969887	1419.094338	164.1927333	146.0675615	382.7609822	NA	2784.879347	1130.157775	1186.665664	486.1810805	24.52229134	108.7510312	3502.422915	2344.544289	1202.658462	208.9725697	406.217087	52.24314242	4.26474632	208.9725697	26.6546645	501.1076926	20.25754502	5034.533031	1050.193781	192.979771	261.2157121	8322.652444	12.79423896	3509.886221	59.70644848	307.061735	1141.885827	700.4845831	312.3926679	4146.39961	62.90500822	72.50068744	6.39711948	686.6241575	296.3998692	117.2805238	431.8055649	22.38991818	4921.517253	572.5421935	13.86042554	79.9639935	16657.03294	2.13237316	3019.440395	532.0271034	240.9581671	33.05178398	491.5120134	3197.493553	1398.836793	119.412897	3230.545337	31.9855974	59.70644848	3172.971262	208.9725697	23.45610476	345.4444519	3287.053226	620.5205896	537.3580363	378.4962359	1968.180427	276.1423242	222.8329952	220.7006221	994.7520791	49.04458268	231.3624879	1089.642685	1026.737677	3137.787105	0
